dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,postalCode,lastSeen
21/03/2016 13:56,Ford_Focus_Futura,private,offer,1999,test,limousine,2000,manual,131,focus,150000,5,petrol,ford,no,21/03/2016 0:00,50827,24/03/2016 2:17
30/03/2016 16:41,Toyota_Corolla___Klima__Alu,private,offer,1999,test,station wagon,2003,manual,110,corolla,150000,2,diesel,toyota,no,30/03/2016 0:00,36137,7/4/2016 7:15
3/4/2016 12:44,Ford_fiesta,private,offer,500,control,,2016,manual,0,fiesta,150000,4,petrol,ford,yes,3/4/2016 0:00,32257,7/4/2016 14:57
10/3/2016 12:39,Mercedes_Benz_Vito_112_CDI_Scheckheft/8Fachbereifung/Alufelgen,private,offer,4990,test,bus,2002,manual,122,vito,150000,1,diesel,mercedes_benz,no,10/3/2016 0:00,73312,10/3/2016 23:44
17/03/2016 15:52,Bmw_e36_328i_mpaket_no_320i_323i_325i_m3_tausch_e39_ab_528i,private,offer,2299,test,limousine,1995,manual,193,3er,150000,10,petrol,bmw,,17/03/2016 0:00,45699,17/03/2016 15:52
14/03/2016 8:53,Peugeot_407_Coupe_V6_HDi_FAP_205_Platinum,private,offer,5899,test,coupe,2006,automatic,204,4_reihe,150000,9,diesel,peugeot,no,14/03/2016 0:00,35315,7/4/2016 8:45
19/03/2016 8:54,Mazda_3_S_1.6__MZR_Edition_Klimaautomatik__Navi__Viele_Extra,private,offer,13750,test,limousine,2012,manual,105,3_reihe,30000,4,petrol,mazda,no,19/03/2016 0:00,24558,19/03/2016 9:38
13/03/2016 23:38,Volkswagen_Multivan_Edition_25_Facelift_Leder_Navi,private,offer,13500,test,bus,2004,manual,174,transporter,150000,1,diesel,volkswagen,no,13/03/2016 0:00,18059,19/03/2016 14:44
14/03/2016 17:50,Volvo_s80_2.9_Benzin_6zyl._Leder_manuell_tuev_voll,private,offer,2399,test,limousine,1999,manual,200,others,150000,12,,volvo,no,14/03/2016 0:00,24232,6/4/2016 1:15
25/03/2016 16:56,Fiat_Punto_1.2,private,offer,1250,control,small car,2000,manual,60,punto,125000,10,petrol,fiat,no,25/03/2016 0:00,53809,27/03/2016 4:44
7/3/2016 19:43,VW_Touran_2.0___7Sitzer,private,offer,4500,control,bus,2004,manual,140,touran,5000,5,diesel,volkswagen,no,7/3/2016 0:00,66773,7/4/2016 9:45
16/03/2016 9:36,BMW_X3_xDrive30d_Aut.,private,offer,40999,test,limousine,2012,automatic,258,x_reihe,80000,5,diesel,bmw,no,16/03/2016 0:00,58540,6/4/2016 2:44
27/03/2016 17:45,Audi_A6_3.0_TDI_tiptronic_quattro,private,offer,11499,test,limousine,2004,automatic,224,a6,100000,10,diesel,audi,no,27/03/2016 0:00,98693,5/4/2016 13:45
2/4/2016 17:07,Mercedes_Benz_E220_CDI_1.Hd__GRÃNE_PLAKETTE4_TÃV__TOP_ZUSTAND!,private,offer,3900,control,limousine,2000,automatic,143,e_klasse,150000,1,diesel,mercedes_benz,no,2/4/2016 0:00,60311,5/4/2016 23:44
24/03/2016 14:37,C_180_T_BlueEFFICIENCY_7G_TRONIC_Avantgarde,private,offer,10800,test,station wagon,2011,automatic,156,c_klasse,30000,8,petrol,mercedes_benz,no,24/03/2016 0:00,10115,24/03/2016 14:37
3/4/2016 16:41,Mercedes_Benz_E_200_Classic_nur_vom_Rentner_gefahren,private,offer,1890,control,limousine,1996,automatic,136,e_klasse,150000,6,petrol,mercedes_benz,no,3/4/2016 0:00,29633,5/4/2016 15:46
21/03/2016 14:54,BMW_320_SI_M_packet,private,offer,9300,control,limousine,2006,manual,173,3er,125000,1,petrol,bmw,no,21/03/2016 0:00,94234,6/4/2016 12:15
19/03/2016 15:31,Komplette_Calibra_Facelift_c25xe_Ausschlachtung,private,offer,0,test,coupe,1995,manual,171,calibra,150000,12,petrol,opel,no,19/03/2016 0:00,57627,7/4/2016 7:16
29/03/2016 13:56,Peugeot_205_GR,private,offer,1250,control,small car,1990,manual,60,,100000,0,petrol,peugeot,no,29/03/2016 0:00,55237,5/4/2016 23:17
17/03/2016 19:39,VW_Touran_1_8,private,offer,3500,control,bus,2004,manual,104,touran,150000,8,diesel,volkswagen,no,17/03/2016 0:00,22119,17/03/2016 19:39
1/4/2016 10:55,Opel_tigra_schwarz,private,offer,650,control,,2000,manual,0,tigra,150000,0,petrol,opel,no,1/4/2016 0:00,31162,3/4/2016 7:16
19/03/2016 21:38,Audi_A4_B7_3.0_Tdi_232_Ps,private,offer,10000,control,limousine,2007,manual,232,a4,150000,4,diesel,audi,no,19/03/2016 0:00,78073,7/4/2016 10:17
2/4/2016 11:51,Mercedes_Benz_C240_Sport_mit_noch_7mon_tuev_8_fach_bereift,private,offer,1250,test,limousine,1997,manual,0,c_klasse,150000,6,petrol,mercedes_benz,no,2/4/2016 0:00,52457,2/4/2016 11:51
21/03/2016 22:53,Volkswagen_Polo_1.2,private,offer,1300,control,small car,2003,manual,54,polo,150000,10,petrol,volkswagen,no,21/03/2016 0:00,34125,23/03/2016 12:18
12/3/2016 9:53,VW_Passat_Kombi_Tuev_02/2018,private,offer,1590,control,station wagon,1998,manual,110,,150000,10,diesel,volkswagen,no,12/3/2016 0:00,95339,19/03/2016 6:16
2/4/2016 18:43,Volkswagen_Golf_3,private,offer,750,control,small car,1996,manual,75,golf,150000,1,petrol,volkswagen,yes,2/4/2016 0:00,72654,2/4/2016 18:43
14/03/2016 12:50,Wv_passat_fsi,private,offer,7000,test,limousine,2005,manual,116,passat,70000,5,petrol,volkswagen,,14/03/2016 0:00,88046,5/4/2016 13:15
31/03/2016 14:06,Audi_A4_Perfect_!!,private,offer,11700,test,station wagon,2008,manual,0,a4,150000,0,,audi,,31/03/2016 0:00,65195,6/4/2016 5:44
11/3/2016 16:38,320_E46_M_pakiet_Blau_Kombi,private,offer,2800,test,station wagon,2005,manual,150,3er,150000,5,diesel,bmw,no,11/3/2016 0:00,66333,11/3/2016 16:38
11/3/2016 17:52,Golf_3.,private,offer,700,control,limousine,1992,automatic,0,golf,20000,2,petrol,volkswagen,,11/3/2016 0:00,49757,1/4/2016 21:17
9/3/2016 18:57,Opel_Kadett_Frisco_1_6,private,offer,249,test,small car,1992,manual,0,kadett,60000,5,petrol,opel,,9/3/2016 0:00,64289,10/3/2016 15:48
24/03/2016 17:56,Mazda_Premacy_1.9_Exclusive,private,offer,1700,control,bus,2000,automatic,114,others,150000,1,petrol,mazda,no,24/03/2016 0:00,16225,24/03/2016 18:46
15/03/2016 21:20,BMW_5er_e61_Touring_2_0_D___Sehr_gepflegt_und_mit_neuem_TÃV!,private,offer,11700,control,,2018,manual,177,5er,150000,4,diesel,bmw,no,15/03/2016 0:00,35578,6/4/2016 23:44
27/03/2016 18:52,Hyundai_i10,private,offer,3999,control,small car,2009,manual,67,i_reihe,90000,4,,hyundai,,27/03/2016 0:00,47906,5/4/2016 15:46
19/03/2016 16:40,Audi_A3_2.0_TDI_Sportback_DPF__DSG__S_tronic_Ambition,private,offer,8700,test,station wagon,2005,automatic,140,a3,150000,12,diesel,audi,no,19/03/2016 0:00,31515,7/4/2016 2:15
4/4/2016 22:40,Volkswagen_Golf_IV_Edition_Top_Zustand__1._Hand_wenig_Kilometer!,private,offer,2990,test,limousine,2000,manual,75,golf,80000,3,petrol,volkswagen,no,4/4/2016 0:00,29462,4/4/2016 22:40
11/3/2016 16:54,Hyundai_Atos_Prime,private,offer,1990,test,small car,2007,manual,63,others,100000,3,petrol,hyundai,no,11/3/2016 0:00,59174,14/03/2016 14:16
28/03/2016 9:32,Trabant_601_Deluxe__Oltimer_mit_H_Kennzeichen_und_Wertgutachten_2,private,offer,3333,test,limousine,1970,manual,0,601,50000,6,other,trabant,no,28/03/2016 0:00,35644,6/4/2016 5:17
27/03/2016 19:06,"Volkswagen_Phaeton_3.0_V6_TDI_""Individual""_LANG_4Motion_DPF",private,offer,15900,test,limousine,2010,automatic,239,phaeton,150000,1,diesel,volkswagen,no,27/03/2016 0:00,56479,28/03/2016 8:30
16/03/2016 17:51,VW_Golf_IV_1_4,private,offer,2499,control,limousine,1999,manual,75,golf,150000,4,petrol,volkswagen,no,16/03/2016 0:00,99867,7/4/2016 0:44
12/3/2016 15:38,Mercedes_Benz_ML_320,private,offer,5900,control,suv,2001,automatic,218,m_klasse,150000,1,petrol,mercedes_benz,no,12/3/2016 0:00,4860,7/4/2016 2:45
7/3/2016 1:42,Volkswagen_Passat_Variant_2.0_TDI_DPF_DSG_Individual,private,offer,7498,control,station wagon,2007,automatic,140,passat,150000,10,diesel,volkswagen,no,6/3/2016 0:00,32369,21/03/2016 4:17
3/4/2016 7:36,Opel_Tigra_1.4___56.731_KM_Original___Unfallfrei,private,offer,3800,test,cabrio,2005,manual,90,tigra,60000,9,petrol,opel,no,3/4/2016 0:00,13359,7/4/2016 10:17
9/3/2016 21:41,Bmw_e36_320i_Limousine_Voll_M_Packet_ab_Werk_Tuev_11/2017_3._Hand,private,offer,2650,test,limousine,1997,manual,172,3er,150000,5,petrol,bmw,no,9/3/2016 0:00,42699,17/03/2016 5:15
7/3/2016 12:58,Suche_T5_Multivan,private,offer,1,test,bus,2008,,131,transporter,150000,0,diesel,volkswagen,,7/3/2016 0:00,26125,16/03/2016 11:15
7/3/2016 3:53,Peugeot_206_CC_Platinum,private,offer,3500,test,cabrio,2002,manual,136,others,150000,7,petrol,peugeot,no,7/3/2016 0:00,35094,5/4/2016 15:17
27/03/2016 16:59,Chevrolet_Matiz_1.0,private,offer,2789,test,small car,2006,manual,67,matiz,70000,7,petrol,chevrolet,no,27/03/2016 0:00,57080,5/4/2016 22:46
10/3/2016 11:51,Seat_Ibiza_1.4_Comfort,private,offer,650,test,small car,1999,manual,60,ibiza,150000,1,petrol,seat,no,10/3/2016 0:00,15834,30/03/2016 14:18
26/03/2016 21:57,Ford_Streetka_1.6_8V,private,offer,2990,control,cabrio,2004,manual,95,ka,125000,4,petrol,ford,no,26/03/2016 0:00,68305,2/4/2016 14:46
3/4/2016 21:58,Audi_TT_8N_Quattro___Top_Zustand,private,offer,9300,test,coupe,1999,manual,225,tt,125000,7,petrol,audi,no,3/4/2016 0:00,72270,5/4/2016 23:44
23/03/2016 18:47,Top_Angebot_320_Clk,private,offer,2250,test,coupe,1999,automatic,220,c_klasse,150000,3,petrol,mercedes_benz,yes,23/03/2016 0:00,73035,5/4/2016 23:45
23/03/2016 15:51,Toyota_Hilux_SR5_147800_km_Jahr:_2010,private,offer,4700,test,limousine,2010,manual,88,others,150000,2,diesel,toyota,no,23/03/2016 0:00,93352,23/03/2016 15:51
19/03/2016 16:41,Chevrolet_Captiva_2.0_2WD_5_Sitzer_LS,private,offer,7800,test,suv,2008,manual,150,captiva,125000,3,diesel,chevrolet,yes,19/03/2016 0:00,86152,7/4/2016 1:45
5/4/2016 12:36,Vw_T3_Doka,private,offer,1500,test,others,1990,manual,0,transporter,150000,10,diesel,volkswagen,yes,5/4/2016 0:00,29473,5/4/2016 12:36
4/4/2016 19:51,Opel_Omega_2.5_V6_Elegance,private,offer,1823,test,limousine,1999,manual,170,omega,150000,12,petrol,opel,no,4/4/2016 0:00,63179,6/4/2016 22:16
7/3/2016 17:06,Opel_Zafira_1.8_Sport_OPC_Line_AHK,private,offer,6500,control,bus,2010,manual,140,zafira,125000,9,petrol,opel,yes,7/3/2016 0:00,35510,10/3/2016 20:17
25/03/2016 12:55,Volkswagen_Golf_6_comforline,private,offer,8900,test,small car,2009,manual,88,golf,100000,9,petrol,volkswagen,no,25/03/2016 0:00,24103,6/4/2016 14:44
26/03/2016 13:54,BMW_523i_touring,private,offer,950,control,station wagon,2000,automatic,170,5er,150000,1,petrol,bmw,yes,26/03/2016 0:00,95478,6/4/2016 1:47
19/03/2016 21:56,Opel_Corsa_1.2_16V_Cosmo,private,offer,4700,control,small car,2008,manual,80,corsa,80000,9,petrol,opel,no,19/03/2016 0:00,90429,7/4/2016 14:58
10/3/2016 16:36,Skoda_Fabia_1.2_HTP_Classic,private,offer,6100,control,limousine,2009,manual,60,fabia,80000,2,petrol,skoda,no,10/3/2016 0:00,37269,5/4/2016 18:16
3/4/2016 16:49,Audi_80_1_9_E_B3_typ_89_ohne_TÃV,private,offer,240,control,limousine,1987,manual,90,80,150000,12,petrol,audi,no,3/4/2016 0:00,74523,5/4/2016 16:45
28/03/2016 18:54,Seat_Ibiza_1.4_16V_Reference__5_tuerer_1._Hand,private,offer,8000,control,small car,2013,manual,86,ibiza,40000,8,petrol,seat,no,28/03/2016 0:00,94362,30/03/2016 10:45
5/3/2016 14:10,Ford_Focus_Turnier_1.6_TDCi_Trend,private,offer,2999,test,station wagon,2006,manual,90,focus,150000,8,diesel,ford,no,3/3/2016 0:00,35396,12/3/2016 16:16
8/3/2016 1:51,Audi_A4_Avant_Quattro,private,offer,1800,control,station wagon,2000,manual,161,a4,150000,6,petrol,audi,no,7/3/2016 0:00,27232,15/03/2016 5:16
16/03/2016 18:36,Audi_A6_Avant_2_4_mit_TÃV_05/2017,private,offer,1700,control,station wagon,1998,manual,165,a6,150000,9,petrol,audi,no,16/03/2016 0:00,39116,23/03/2016 3:50
4/4/2016 10:36,Roadster__Leder__Klima_Automatik__82_Ps,private,offer,3945,control,cabrio,2003,automatic,0,roadster,150000,9,petrol,smart,no,4/4/2016 0:00,10553,4/4/2016 10:36
20/03/2016 17:52,Mercedes_Benz_c180_w203,private,offer,2399,test,limousine,2001,,129,c_klasse,150000,0,petrol,mercedes_benz,,20/03/2016 0:00,91717,27/03/2016 6:46
22/03/2016 21:46,Caddy_Maxi_Rollstuhl_Aktiv+Passivfahrer_Rampe_Handgas,private,offer,10000,control,station wagon,2014,automatic,102,caddy,30000,8,diesel,volkswagen,no,22/03/2016 0:00,10115,22/03/2016 21:46
6/3/2016 16:36,Mercedes_Benz_B_200_CDI,private,offer,6900,test,bus,2005,manual,140,b_klasse,150000,10,diesel,mercedes_benz,no,6/3/2016 0:00,64579,10/3/2016 10:47
8/3/2016 17:45,Dodge_Journey_2.0_CRD_DSG_SXT,private,offer,12000,control,bus,2009,automatic,140,,125000,2,diesel,sonstige_autos,no,8/3/2016 0:00,90552,10/3/2016 13:15
9/3/2016 16:45,Twintop_Cosmo_1.8_Keyless_Go__Klima__Tempomat__8_fach_Alu,private,offer,7249,test,cabrio,2008,manual,140,astra,125000,3,petrol,opel,no,9/3/2016 0:00,95512,7/4/2016 5:15
22/03/2016 16:39,VW_Lupo_/_Schwarz_/_EZ_2001,private,offer,500,test,small car,2001,manual,0,lupo,150000,7,petrol,volkswagen,yes,22/03/2016 0:00,50825,22/03/2016 16:39
31/03/2016 14:37,VW_New_Beetle_Top_Ausgestattet,private,offer,2900,control,limousine,1998,manual,116,beetle,150000,3,petrol,volkswagen,no,31/03/2016 0:00,27472,6/4/2016 8:17
17/03/2016 13:38,Opel_Astra_GTC_1.4,private,offer,3500,control,limousine,2005,manual,90,astra,150000,7,petrol,opel,no,17/03/2016 0:00,86368,30/03/2016 3:47
24/03/2016 18:58,Audi_A3_2.0_TDI_Sportback_DPF_quattro,private,offer,17490,test,station wagon,2011,manual,170,a3,80000,3,diesel,audi,no,24/03/2016 0:00,93055,7/4/2016 14:58
19/03/2016 22:57,BMW_316i_E36,private,offer,1700,test,limousine,1996,manual,102,,150000,8,petrol,bmw,no,19/03/2016 0:00,45899,25/03/2016 3:17
19/03/2016 7:54,Nissan_X_Trail_2.2dCi_DPF_Columbia,private,offer,4400,control,suv,2006,manual,136,x_trail,150000,10,diesel,nissan,no,19/03/2016 0:00,59348,19/03/2016 9:42
19/03/2016 15:58,Suzuki_Swift_1.3_Comfort+_Klima_Navi_Keyless_Go_MFL,private,offer,3750,control,small car,2006,manual,92,swift,150000,1,petrol,suzuki,no,19/03/2016 0:00,42857,7/4/2016 1:15
12/3/2016 18:25,Opel_Astra_2.2_16V_Coupe_|_TÃV_neu_|_Leder_|_Klima,private,offer,2150,control,coupe,2001,manual,147,astra,150000,5,petrol,opel,no,12/3/2016 0:00,56412,16/03/2016 21:16
29/03/2016 20:49,Nissan_Sunny_N14,private,offer,599,test,limousine,1993,manual,75,others,150000,9,petrol,nissan,no,29/03/2016 0:00,47178,31/03/2016 14:45
25/03/2016 21:49,Passat_2.0__TDI_Highline_Vollausstattung_sehr_gepflegt,private,offer,5750,test,station wagon,2006,manual,140,passat,150000,1,diesel,volkswagen,no,25/03/2016 0:00,97509,7/4/2016 4:45
27/03/2016 11:37,Toyota_T_27_Bj_2011,private,offer,9200,test,station wagon,2011,manual,124,avensis,150000,1,diesel,toyota,,27/03/2016 0:00,49504,27/03/2016 11:37
11/3/2016 21:50,Guenstiger_Kleinwagen_Tuev_6/2016,private,offer,444,test,limousine,1995,manual,60,ibiza,150000,6,petrol,seat,no,11/3/2016 0:00,25853,31/03/2016 18:16
5/3/2016 17:51,Peugeot_206_CC_135,private,offer,1600,test,cabrio,2001,manual,135,2_reihe,150000,9,petrol,peugeot,no,5/3/2016 0:00,31785,5/4/2016 13:46
22/03/2016 13:49,Audi_A4_Avant_1.8_Turbo_Euro_4_19_Zoll_Klimaautomatik,private,offer,2999,control,station wagon,2001,manual,150,a4,150000,11,petrol,audi,no,22/03/2016 0:00,90439,29/03/2016 17:15
15/03/2016 1:37,Opel_vectra_c_2.2_direkt_6/17_tuev,private,offer,1500,test,,2017,manual,155,vectra,150000,7,petrol,opel,,15/03/2016 0:00,41462,16/03/2016 23:44
8/3/2016 12:52,Schlachte__La7W_Passat__3bg__1_9__Tdi__130ps__Teile,private,offer,0,test,,2005,,130,passat,5000,7,,volkswagen,,8/3/2016 0:00,32791,5/4/2016 13:45
10/3/2016 15:50,Golf_4__1.6_Tuev_neu__Sitzheitzung,private,offer,1950,test,limousine,1999,manual,101,golf,150000,11,petrol,volkswagen,no,10/3/2016 0:00,42285,3/4/2016 14:20
29/03/2016 13:58,Kleinwagen_Auto_Seat_Arosa_1_7l_Diesel_TÃV_angemeldet,private,offer,290,control,,2000,manual,60,,150000,0,diesel,seat,,29/03/2016 0:00,26725,3/4/2016 22:47
20/03/2016 15:47,BMW_530d_Touring,private,offer,7999,control,station wagon,2005,automatic,218,5er,150000,4,diesel,bmw,no,20/03/2016 0:00,80687,20/03/2016 15:47
4/4/2016 7:58,Audi_80_1.8_S,private,offer,750,test,limousine,1988,manual,90,80,150000,3,petrol,audi,no,4/4/2016 0:00,91239,6/4/2016 8:45
5/3/2016 22:52,Volkswagen_Polo,private,offer,700,control,small car,1990,manual,45,polo,150000,7,petrol,volkswagen,no,5/3/2016 0:00,23992,3/4/2016 2:45
26/03/2016 10:53,VW_Polo_6_N_2_Blau,private,offer,1600,test,small car,2000,manual,60,polo,125000,1,petrol,volkswagen,no,26/03/2016 0:00,29345,5/4/2016 22:15
11/3/2016 9:53,Fiat_Punto_1.2_60PS_und_15_Monate_Tuev__Bj_2002__in_super_Zustand,private,offer,1199,control,small car,2002,manual,60,punto,150000,5,petrol,fiat,no,11/3/2016 0:00,29303,13/03/2016 9:37
7/3/2016 15:37,Volkswagen_Touran_1.9_TDI,private,offer,2750,control,bus,2003,manual,101,touran,150000,8,diesel,volkswagen,no,7/3/2016 0:00,26382,8/3/2016 18:20
10/3/2016 19:54,Volkswagen_Golf_Variant_1.6_TDI_DPF_Trendline,private,offer,9850,control,station wagon,2010,manual,105,golf,90000,10,diesel,volkswagen,no,10/3/2016 0:00,33758,6/4/2016 3:46
29/03/2016 23:36,Peugeot_308_150_THP_Sport,private,offer,4500,control,limousine,2007,manual,150,3_reihe,150000,10,petrol,peugeot,no,29/03/2016 0:00,56154,4/4/2016 13:47
5/3/2016 14:15,Ford_Galaxy_1_9_TDI_7_Sitzer,private,offer,4000,test,bus,2002,manual,116,galaxy,150000,9,diesel,ford,no,3/3/2016 0:00,57537,22/03/2016 9:46
12/3/2016 20:39,Ford_Fiesta_Trend,private,offer,6200,test,small car,2010,manual,82,fiesta,70000,3,petrol,ford,no,12/3/2016 0:00,52156,20/03/2016 0:44
20/03/2016 15:47,Peugeot_307,private,offer,3000,control,small car,2005,manual,109,3_reihe,150000,8,diesel,peugeot,no,20/03/2016 0:00,47589,6/4/2016 20:18
30/03/2016 21:46,Hyundai_Tucson__104_KW__LPG_Autogas__Gasanlage__AHK__Alufelgen,private,offer,5200,test,suv,2007,manual,0,tucson,150000,11,lpg,hyundai,,30/03/2016 0:00,26632,30/03/2016 21:46
25/03/2016 20:48,VolkswagenGolf_Silber,private,offer,3300,control,small car,2005,manual,105,golf,150000,5,,volkswagen,yes,25/03/2016 0:00,48529,27/03/2016 9:17
29/03/2016 15:45,Opel_Corsa_1_Jahr_TÃV_Klima_1.4_L,private,offer,599,control,small car,1995,manual,90,corsa,150000,8,petrol,opel,no,29/03/2016 0:00,58332,6/4/2016 1:16
24/03/2016 13:46,Volkswagen_Passat_Variant_2.0_TDI_BlueMotion_Technology,private,offer,18450,control,station wagon,2014,manual,140,passat,70000,3,diesel,volkswagen,no,24/03/2016 0:00,75447,27/03/2016 10:16
20/03/2016 23:38,Opel_Vectra_B_1.6_16V_mit_tuev,private,offer,666,control,station wagon,1997,manual,101,vectra,150000,0,petrol,opel,,20/03/2016 0:00,27389,21/03/2016 1:41
13/03/2016 20:06,Peugeot_207_SW_120_VTi_Sport,private,offer,4450,test,station wagon,2009,manual,120,2_reihe,125000,5,petrol,peugeot,no,13/03/2016 0:00,55120,13/03/2016 20:25
30/03/2016 23:59,Zwei__2__Citroen_saxo_abzugeben,private,offer,600,control,small car,2003,manual,0,others,100000,0,diesel,citroen,,30/03/2016 0:00,18057,6/4/2016 1:16
23/03/2016 9:36,BMW_318i!_Guenstiges_Anfaenger_Auto!,private,offer,800,test,limousine,1998,manual,118,3er,150000,0,petrol,bmw,yes,23/03/2016 0:00,78606,23/03/2016 9:36
7/3/2016 22:51,Volkswagen_Touran_2005._2.0d_140_ps_mit_tuv_bis_2018.02,private,offer,5950,test,,2018,automatic,140,touran,150000,0,diesel,volkswagen,no,7/3/2016 0:00,93047,26/03/2016 2:46
17/03/2016 15:50,Vw_Lupo_1.0,private,offer,300,test,,2016,,0,lupo,150000,7,petrol,volkswagen,yes,17/03/2016 0:00,74080,17/03/2016 15:50
3/4/2016 18:39,MG_MGF_1.8i,private,offer,3600,control,cabrio,1998,manual,120,,125000,3,petrol,sonstige_autos,no,3/4/2016 0:00,54317,5/4/2016 18:46
14/03/2016 11:52,Verkaufe_Teile_fuer_Polo_6N,private,offer,0,test,,2000,,0,polo,150000,0,,volkswagen,,14/03/2016 0:00,26409,7/4/2016 14:57
10/3/2016 19:44,Opel_Corsa_16V,private,offer,1099,control,small car,1996,automatic,90,corsa,150000,1,petrol,opel,no,10/3/2016 0:00,10781,6/4/2016 2:17
2/4/2016 17:25,Mini_Clubman_Cooper_D__111_PS__1._Hand_!!!__unfallfrei_!!!,private,offer,13700,control,limousine,2012,manual,111,clubman,50000,7,diesel,mini,,2/4/2016 0:00,61273,4/4/2016 8:10
12/3/2016 8:55,1er_BMW__schwarz__Benziner__Vollleder,private,offer,8500,control,small car,2004,manual,116,1er,125000,11,petrol,bmw,no,12/3/2016 0:00,44795,22/03/2016 12:15
14/03/2016 16:41,Opel_Astra_F_Cabrio_FESTPREIS!!!,private,offer,250,test,,2016,manual,0,astra,150000,6,,opel,no,14/03/2016 0:00,58453,17/03/2016 4:46
4/4/2016 18:57,ICH_SUCHE_DRINGEND_EIN_AUTO!!!,private,offer,1000,test,,2005,,0,,80000,0,,sonstige_autos,no,4/4/2016 0:00,15517,6/4/2016 21:16
7/3/2016 19:48,BMW_318i_touring_mit_Gasanlage__Navi_Schiebedach!,private,offer,4250,control,station wagon,2005,manual,143,3er,150000,2,petrol,bmw,no,7/3/2016 0:00,47249,16/03/2016 0:45
19/03/2016 12:49,Fiat_Doblo_Cargo_1.3_JTD_an_Bastler,private,offer,1300,test,others,2005,manual,68,doblo,125000,7,diesel,fiat,yes,19/03/2016 0:00,24589,21/03/2016 17:18
19/03/2016 14:39,Opel_Meriva_Edition_B_1.4_ECOTEC,private,offer,7200,test,bus,2010,manual,101,meriva,125000,7,petrol,opel,no,19/03/2016 0:00,32609,1/4/2016 0:46
27/03/2016 21:49,Vw_Golf_V_5_1.9__guter_Zustand,private,offer,3900,test,limousine,2005,manual,105,golf,150000,5,diesel,volkswagen,,27/03/2016 0:00,97980,5/4/2016 21:45
24/03/2016 21:57,VW_T4_multivan_mit_Hubdach,private,offer,4700,test,bus,1993,manual,0,transporter,150000,2,diesel,volkswagen,,24/03/2016 0:00,97422,5/4/2016 18:46
1/4/2016 21:48,Volkswagen_Passat_Variant_1.6_Comfortline_ahk,private,offer,2499,test,station wagon,2001,manual,102,passat,150000,6,petrol,volkswagen,no,1/4/2016 0:00,27576,5/4/2016 19:46
30/03/2016 22:37,Lancia_Y_1.3_16v_Multijet_Argento,private,offer,1600,control,small car,2006,manual,69,ypsilon,150000,8,diesel,lancia,no,30/03/2016 0:00,10777,5/4/2016 15:46
16/03/2016 14:58,SUV_Mitsubishi_zu_verkaufen,private,offer,13500,test,suv,2013,manual,117,others,60000,3,petrol,mitsubishi,,16/03/2016 0:00,72218,28/03/2016 12:18
11/3/2016 18:53,Audi_A4_Cabriolet_2.5_TDI,private,offer,8999,test,cabrio,2004,automatic,163,a4,150000,4,diesel,audi,no,11/3/2016 0:00,67117,12/3/2016 9:16
15/03/2016 22:45,Mazda_6_Sport_Kombi_2.0_CD_Exclusive,private,offer,1200,control,station wagon,2005,manual,136,6_reihe,150000,6,diesel,mazda,yes,15/03/2016 0:00,76707,15/03/2016 22:45
8/3/2016 21:45,Polo_6N_schwarz_matt__Winterreifen_neu__getoente_Scheiben,private,offer,600,control,small car,1997,manual,60,polo,100000,12,petrol,volkswagen,yes,8/3/2016 0:00,24943,15/03/2016 13:47
23/03/2016 15:55,Audi_A4_1.9_TDI,private,offer,3800,test,limousine,2002,manual,131,a4,150000,3,diesel,audi,no,23/03/2016 0:00,41812,25/03/2016 0:16
4/4/2016 15:50,Audi_A3,private,offer,2250,test,limousine,1997,manual,101,a3,150000,10,petrol,audi,yes,4/4/2016 0:00,40591,6/4/2016 17:44
29/03/2016 17:44,Mini_Cooper_Clubman_zu_verkaufen,private,offer,11500,control,station wagon,2010,manual,122,clubman,70000,9,petrol,mini,no,29/03/2016 0:00,10829,6/4/2016 3:16
12/3/2016 20:57,Volkswagen_Polo_60_Servo,private,offer,699,test,small car,1997,manual,60,polo,150000,2,petrol,volkswagen,no,12/3/2016 0:00,33415,5/4/2016 16:45
9/3/2016 12:06,Peugeot_206_75_XS,private,offer,1100,test,small car,2001,manual,75,2_reihe,150000,8,petrol,peugeot,no,9/3/2016 0:00,55116,23/03/2016 2:16
8/3/2016 20:43,BMW_320i_Sport_M_Technik_Touring,private,offer,1100,control,station wagon,1998,manual,150,3er,150000,7,petrol,bmw,no,8/3/2016 0:00,97785,17/03/2016 3:45
20/03/2016 21:37,Smart_ForTwo_CDI,private,offer,1450,test,,2017,automatic,40,fortwo,150000,5,diesel,smart,,20/03/2016 0:00,56826,20/03/2016 22:45
26/03/2016 15:45,Peugeot_3008_HDi_FAP_165_Automatik_Premium,private,offer,8675,test,bus,2010,automatic,163,3_reihe,150000,11,diesel,peugeot,no,26/03/2016 0:00,50969,4/4/2016 2:46
15/03/2016 15:51,Volkswagen_The_Beetle_1.2_TSI_Remix,private,offer,13900,control,limousine,2013,manual,105,beetle,30000,1,petrol,volkswagen,no,15/03/2016 0:00,52477,22/03/2016 17:18
